pitch,roll,label
59,-6,3
59,-6,3
60,-6,3
61,-6,3
61,-7,3
61,-7,3
61,-7,3
61,-7,3
60,-7,3
60,-7,3
60,-7,3
60,-7,3
60,-7,3
61,-8,3
61,-8,3
62,-9,3
62,-10,3
62,-11,3
62,-12,3
61,-13,3
61,-12,3
61,-11,3
61,-10,3
61,-9,3
61,-7,3
60,-6,3
59,-5,3
58,-4,3
